4902905635,Vince Gascar,f,1.63,102.1,89.0,6
1460918960,Bale Adamson,m,1.62,76.3,81.1,1
9051251503,Bonnie Topping,f,1.61,67.4,78.1,10
6583164927,Daloris Jennery,f,1.54,56.4,60.9,10
3883425648,Francois Bernt,f,2.05,82.7,64.2,7
7882426918,Vinita Garnson,m,1.82,53.7,86.3,6
7662661087,Rosette Fearnsides,f,1.76,50.1,82.1,5
8812577353,Cathee Donnison,f,1.5,71.1,85.1,9
3384517129,Gunter Kryzhov,f,1.67,55.5,68.6,4
8079996772,Graham De Vries,m,1.93,114.0,88.5,4
9259567535,Eimile Bechley,f,1.54,114.9,78.0,7
2698594397,Kyrstin Le Pruvost,m,1.9,119.6,74.2,9
5548633227,Chick Dyerson,m,1.65,95.7,76.2,9
8830057187,Cull Bowling,m,1.87,63.8,86.7,2
2829513489,Winna Hasnip,f,1.67,102.0,67.8,5
4068800257,Kennith Bailiss,f,1.77,91.5,60.9,10
9759509438,Agosto Gawthorp,f,2.01,59.4,68.0,3
3563151903,Kayla Barroux,m,1.73,97.1,65.5,5
8602747647,Rosy Chesshyre,f,1.81,74.7,81.3,8
9764182085,Shelton Pattini,f,1.83,102.1,79.6,4
6985242106,Norean Seres,f,1.76,102.8,78.3,1
5258042013,Charleen Goodredge,f,1.73,63.5,70.9,9
2883695151,Roshelle Peat,f,1.5,113.5,62.9,6
2819485808,Mela Rought,f,1.56,109.5,82.0,7
6435470050,Reinhold Stegers,f,1.6,65.6,84.3,1
1847438372,Belva Sarl,f,1.96,91.3,74.1,2
1864671729,Dwight Burwin,f,1.85,64.9,67.2,9
3380870016,Paloma Yateman,f,1.57,100.8,62.5,2
7417095839,Ellswerth Bowring,m,1.83,103.8,71.6,10
5122099982,Pepito Hallgalley,f,2.03,100.7,84.6,10
3526230782,Allistir Choulerton,m,1.96,84.8,83.3,4
9219513873,Ambur Skeels,f,1.55,111.7,79.9,5
6904954104,Onfroi Woodage,m,1.8,61.5,81.5,7
5323904255,Pierson Hofer,m,1.56,61.9,72.1,7
3444358065,Mendel Whittle,f,1.87,53.5,63.8,5
2237415535,Saleem Bickerdyke,m,1.95,67.2,70.1,1
8779583002,Obediah Simo,m,1.75,111.7,77.0,9
5711767382,Arri Manville,m,1.93,63.9,75.6,10
8280883510,Bud Thody,m,1.79,118.7,60.2,5
3036464375,Elaina Van Daalen,f,1.63,76.9,86.9,5
1322173068,Ray Mathias,f,2.0,73.1,78.7,1
3082854043,Homerus Haydock,m,1.56,59.9,87.3,1
6339372028,Christoph Padillo,m,2.05,115.0,65.8,1
3990320055,Abby Hing,m,1.78,105.9,71.4,9
5547222600,Celine Vokes,f,1.8,94.0,65.0,10
6395257213,Brice McCallum,m,1.88,67.8,67.7,4
9892874681,Cynthy Peery,f,1.53,51.3,62.5,8
6252686206,Bert Guerrero,m,1.9,114.7,66.4,4
3755362817,Rafaelita Oager,f,1.69,108.9,62.1,1
2534950802,Tremaine Balcombe,m,1.6,67.8,62.8,2
2357076180,Bartel Bogges,f,1.75,78.9,85.8,6
9826474640,Vale Lodge,m,1.93,65.8,66.1,9
2713083455,Lenka Sear,f,1.62,72.5,62.1,6
2747047465,Jody Arbuckle,m,1.93,50.1,85.3,9
5119188503,Joachim Crick,m,1.82,112.4,70.9,7
2590038164,Dominick Keford,m,1.85,60.6,77.8,3
6104352201,Ethelda Maro,m,1.64,81.2,74.7,4
4871894215,Leonanie Dosdill,m,1.88,84.2,68.0,6
9344881994,Anatola Evamy,m,1.69,114.3,69.9,2
3500159646,Jennica Goudge,f,1.68,101.0,78.6,3
1878920794,Cyb Bolam,m,1.69,74.2,66.9,1
3203067284,Stavro Swindall,m,2.04,55.9,67.4,10
1102678886,Emanuel Adds,m,1.73,70.0,62.4,5
1206375324,Samaria Pletts,m,1.56,51.7,76.2,6
1076284959,Sean Brickham,m,1.54,87.1,82.9,7
9515842775,Truda Goldsbury,m,1.73,109.3,80.4,1
7852225174,Konstanze Kliemann,f,1.85,97.3,78.7,8
8175098377,Eula Lever,m,1.51,90.4,74.5,2
8118586550,Lannie Bulmer,m,1.65,54.7,74.8,9
5603450247,Berton Kaveney,m,1.5,117.6,64.5,3
2054834567,Sheeree Stock,f,1.87,72.4,85.5,9
7836783079,Aubine Faldo,m,1.72,63.3,83.7,1
8504949849,Johanna Larenson,f,1.99,78.6,68.2,1
8793730690,Alejandra Bamell,m,2.03,63.7,60.5,9
5452804176,Mord Chasteau,m,1.86,54.3,73.6,1
1675969548,Talia Dack,f,1.96,64.3,62.8,6
6405569651,Rachel Glewe,m,1.74,100.2,87.7,4
6796101761,Aimee Franzman,m,1.75,57.5,77.7,10
9591867275,Dianemarie Moultrie,f,1.94,98.8,84.2,2
5062998912,Cyrille Danielski,m,1.97,62.9,62.3,9
6780073133,Koren Basden,m,1.56,76.9,81.5,8
1037862348,Jaynell Trendle,f,1.52,79.4,67.0,3
7391427661,Kathryne Earles,f,1.77,117.7,65.6,7
3304701216,Lancelot Bourdas,f,1.82,70.9,88.8,3
1436853713,Susy Rudram,m,1.6,75.9,73.8,5
9717579194,Merle Nattriss,m,1.87,116.5,86.0,1
5628673740,Davida Hearons,m,1.87,77.0,66.8,7
6576262356,Thurstan McGrah,f,1.78,64.4,80.9,1
9693466149,Tomkin Megany,f,1.55,111.9,63.2,7
5737916443,Verena Landrieu,f,1.77,77.9,63.5,10
3485559634,Hermina Lambden,f,1.65,116.4,84.7,6
5507916312,Venus Eliet,f,1.53,100.0,73.0,7
1631976586,Gerianna Rummery,f,1.78,50.3,62.8,7
3104511600,Yettie Rouge,m,1.76,74.1,75.9,3
7099756975,Delmar Reddell,f,1.62,56.6,80.2,8
3420416587,Aundrea Gostall,m,1.78,110.2,75.6,9
5331296635,Malory Brahms,f,1.78,119.6,68.7,2
2591429056,Toinette Sterman,m,1.98,75.2,81.1,8
3997061304,Wade Deary,f,1.73,91.8,70.4,6
4646845035,Ula Moar,f,1.59,106.4,84.9,1
7679640996,Innis Korous,f,1.66,51.3,73.7,9
1253580466,Gaylene Cleynman,f,1.83,77.1,85.6,7
4713845063,Woodrow MacAllister,m,2.02,99.4,60.4,7
5417427309,Delinda Malden,m,1.78,111.3,77.6,9
1227791301,Rickey Ethridge,f,1.82,92.0,82.8,10
6419185705,Martie Aitchison,f,1.6,75.6,61.2,7
5886868962,Robin Corah,f,1.53,101.5,78.6,10
1223543098,Oliy Habbeshaw,m,1.72,59.4,75.2,9
6859559832,Juli Paolillo,m,1.59,104.1,88.9,8
4728975701,Ramon Le Brun,f,1.96,79.6,82.2,1
8613049870,Lurline Batecok,f,1.86,71.2,74.7,5
4383060199,Quincy Mitchenson,m,1.97,94.4,82.4,4
4284196188,Langsdon Kendal,f,1.76,111.5,86.9,4
7678077983,Ellwood Ivancevic,m,1.85,54.5,75.2,6
2456402085,Chrisse Labet,f,2.04,116.8,75.9,2
2683860532,Anica Hattrick,f,1.59,101.3,62.2,4
8758599266,Johna Erratt,f,2.04,104.4,67.6,9
1068369400,Claudina Matignon,f,1.53,85.7,74.5,8
7347520353,Simone Pietruszka,m,1.59,72.2,74.3,5
1882668731,Brandise Doutch,f,1.99,51.1,80.5,5
9411276772,Roarke Gregs,f,2.01,72.8,62.4,9
2382699590,Trip Stickels,f,1.73,110.6,71.4,10
6224652839,Olivette Youhill,f,1.99,97.3,68.9,1
9087000855,Linnet McFadyen,m,1.69,88.5,63.2,6
6086297619,Griff Van der Velde,f,1.68,66.2,80.8,6
7133105706,Rozamond Musicka,f,1.5,54.3,85.5,5
9347324874,Audrey Wake,f,1.81,113.4,69.5,7
7059859266,Deborah Willford,f,2.0,103.8,87.0,10
4202488815,Minerva Warbrick,f,1.98,88.0,68.1,8
8996060749,Jeanna Kubyszek,m,1.81,109.0,85.5,3
1021678478,Eleonore Litchmore,f,2.01,102.3,84.3,9
9067746787,Bent Eilhart,m,1.53,53.2,63.7,10
6945087040,Zora Bottomley,m,1.75,62.2,63.8,6
9877817944,Piotr Pinfold,m,1.55,115.2,80.2,10
4433294688,Alf Ruffy,m,1.72,114.5,72.6,8
1534089849,Glyn Elfe,m,1.95,110.2,78.1,1
4787247165,Barbey Dey,f,1.72,64.0,89.6,2
4245176368,Lilas Greaves,m,1.83,97.4,65.5,3
5631585576,Maudie Blockey,m,1.98,101.8,62.7,8
9954328281,Ashil Troctor,m,2.05,94.1,65.3,9
6088469934,Lola Vint,m,1.57,51.2,72.7,5
2291285218,Boony Beedle,m,1.75,100.7,81.6,6
4561927123,Alisun Brickdale,f,1.56,113.4,65.7,1
8940730036,Marigold Hanford,m,1.98,85.4,77.8,4
4747815103,Leroy Gryglewski,m,1.86,62.4,79.8,4
5165812739,Elisabeth McMaster,m,1.73,106.8,67.6,10
3048496503,Garrot Folds,m,1.59,57.8,64.2,3
1130779754,Carmela Solesbury,m,1.86,60.8,61.1,5
1790825926,Thorsten Muris,f,1.88,74.9,71.1,9
5983194285,Pepe Molineaux,f,1.84,117.9,65.0,2
7804241276,Hadleigh Ewart,m,1.8,110.4,73.0,1
5243750547,Clem Kopfen,m,1.66,92.7,77.6,9
3208577634,Staford Bagnold,f,1.69,57.6,83.9,10
6343902752,Constance De Rechter,f,1.71,53.3,79.1,6
6301708351,Devlen Holton,m,1.68,56.0,89.9,1
8199593700,Elonore Taberner,f,1.6,115.6,79.5,6
9316379538,Valina Olivo,f,1.93,115.9,71.1,3
7809268947,Chlo Aldwinckle,f,1.85,105.1,77.5,7
8728174418,Doroteya Dorling,f,1.88,69.6,89.7,10
1794183997,Purcell Kissell,m,1.82,96.9,81.0,1
9382674287,Ronalda Tayt,f,2.02,51.8,73.4,7
2518761869,Coraline Demkowicz,f,1.81,76.6,82.0,6
1695189378,Nan Seleway,f,1.94,66.5,82.1,4
5220601336,Stormie Dumper,m,1.55,68.6,79.6,3
6441512626,Dino Hawley,m,1.82,91.1,75.6,6
9683687989,Marje Blackey,m,1.78,70.5,75.9,7
7227990947,Melonie Sommerville,m,1.63,114.9,89.9,10
9826425377,Caren Sumnall,f,1.61,53.0,86.7,5
1948623592,Layney Kowalski,f,1.88,84.2,85.3,2
3111029132,Ferris Picardo,m,1.83,77.4,79.2,9
7011584709,Tremain Emma,f,1.59,118.4,88.4,3
3269761139,Katalin Poacher,f,1.78,71.3,63.0,5
9154164038,Tarah Startin,m,1.99,116.9,64.9,8
5377813976,Gilemette Rowett,m,1.95,106.7,86.1,8
2171626984,Tamra Wensley,m,1.57,106.5,61.7,8
7168635261,Carey McCowan,m,1.67,106.1,86.2,8
2930922028,Velma Muzzini,f,1.87,78.7,80.5,7
6475661789,Stevena Gilfoyle,m,2.03,52.8,84.3,8
5487469263,Raina Gordon-Giles,f,2.02,115.6,78.4,1
6842514177,Georgette Girardi,f,1.61,72.4,60.3,8
4330646700,Illa Cafferky,m,1.55,78.5,78.0,3
8783493045,Jeromy Dowsing,m,1.63,88.4,68.0,4
2332268032,Randee Dawdry,f,2.02,118.4,60.8,10
8458096380,Alia Chamberlen,m,1.89,108.9,77.1,1
3894045059,Marve MacCallum,m,1.69,51.1,80.4,4
3156662922,Fionnula Orbon,m,1.55,57.1,81.4,5
5762214452,Winslow Renwick,m,1.98,73.0,74.1,5
1363986812,Yardley Blyde,m,1.97,82.3,81.7,9
5658194474,Parker Anderl,m,2.04,92.1,75.9,2
3293252382,Mindy Maccrae,f,1.86,112.5,76.9,10
7349414300,Donia Skinner,f,1.91,116.2,83.9,2
3213690670,Yalonda Toretta,m,1.97,103.6,61.8,7
1896094436,Eirena Assante,f,1.69,89.2,64.6,8
6604076782,Ramona Philott,m,2.03,108.0,79.4,6
1560815249,Adiana Willgrass,m,1.93,106.6,84.0,5
5782387017,Franciska Duffield,m,1.86,118.5,77.2,8
6923783075,Sigfried Dog,f,1.71,118.2,86.4,8
2190122096,Boyd Mousby,f,1.62,54.0,69.5,2
9551269583,Catherina Hawse,m,1.87,63.9,79.9,4
1335539537,Ebeneser Edgson,m,1.9,65.6,81.7,1
1371495821,Pate Bartoszek,f,1.57,50.4,64.7,3
8806430942,Ramona Baldcock,f,1.99,54.1,88.1,8
2238397325,Thaddeus Caughey,m,1.66,104.0,87.5,6
8677075471,Haydon Corkan,f,2.0,103.2,73.1,1
9907865195,Dorolice Groarty,f,1.98,51.1,66.4,6
3584581906,Anica Emmet,m,1.76,105.1,79.7,7
9124151662,Susanetta Yesichev,m,2.02,119.3,62.7,3
9722415579,Reagen Millery,f,1.9,89.3,78.7,1
2350227922,Prescott Wadwell,f,1.84,71.9,74.7,4
5410690016,Stanfield Murie,m,1.93,73.9,85.1,2
1416783568,Cirstoforo Hedditeh,f,1.62,110.4,80.7,8
1796311637,Rhodie Hagard,f,1.75,104.4,61.1,7
9988975481,Adelind Fewster,m,2.01,55.9,82.8,2
9410200369,Pauly Baudts,m,1.53,109.5,77.2,2
7385524137,Fidelio Richley,m,1.81,61.4,64.8,9
8743885745,Constantine Shetliff,m,1.56,71.4,73.4,9
1675181974,Wren Kersaw,f,1.73,59.8,77.4,10
8767017192,Jody McLeish,m,1.62,62.5,85.5,1
2677449950,Camila Saggs,f,1.78,88.6,87.2,3
5559294176,Jana Fillimore,m,2.0,106.2,78.0,5
3475339408,Carce Cruz,f,1.7,92.9,84.7,3
4190926547,Roby Elacoate,m,2.0,76.6,89.9,3
2084379408,Vina Argent,m,1.62,65.0,75.4,3
7885306197,Obed Matuschek,m,1.63,108.4,65.8,8
